hiy,diy,hid,L06,L01,L02,L03,L05,L04,,"﻿'L01': ['DK1', 'DK2'],"
2605,109,13,1700,590,1030,740,585,1060,,
2606,109,14,1700,590,1020,740,585,1060,,
2607,109,15,1700,590,1070,740,585,1060,,
2608,109,16,1700,590,1070,740,585,1060,,
2609,109,17,1700,590,1120,740,585,1060,,
2610,109,18,1700,590,1210,740,585,1060,,
2611,109,19,1700,590,1210,740,585,1060,,
2612,109,20,1700,590,1200,740,585,1060,,
2613,109,21,1604,590,1200,698,585,1060,,
2614,109,22,1273,590,1200,554,585,1060,,
2615,109,23,1142,590,1200,497,585,1060,,
2616,110,0,870,590,1200,379,585,1060,,
2617,110,1,961,590,1200,418,585,1060,,
2618,110,2,983,590,1200,428,585,1060,,
2619,110,3,977,590,1200,425,585,1060,,
2620,110,4,1009,590,1200,439,585,1060,,
2621,110,5,1226,590,1200,534,585,1060,,
2622,110,6,1700,590,1220,740,585,1060,,
2623,110,7,1700,590,1160,740,585,1060,,
2624,110,8,1700,590,1150,740,585,1060,,
2625,110,9,1700,590,1130,740,585,1060,,
2626,110,10,1700,590,1120,740,585,1060,,
2627,110,11,1700,590,1110,740,585,1060,,
2628,110,12,1700,590,1100,740,585,1060,,
2629,110,13,1700,590,1100,740,585,1060,,
2630,110,14,1700,590,1080,740,585,1060,,
2631,110,15,1700,590,1090,740,585,1060,,
2632,110,16,1700,590,1090,740,585,1060,,
2633,110,17,1700,590,1040,740,585,1060,,
2634,110,18,1700,590,870,740,585,1060,,
2635,110,19,1623,590,840,707,585,1060,,
2636,110,20,917,590,780,399,585,1060,,
2637,110,21,663,590,850,288,585,1060,,
2638,110,22,474,590,980,206,585,1060,,
2639,110,23,353,590,990,154,585,1060,,
2640,111,0,707,590,970,308,585,1060,,
2641,111,1,702,590,920,306,585,1060,,
2642,111,2,681,590,840,296,585,1060,,
2643,111,3,673,590,830,293,585,1060,,
2644,111,4,671,590,830,292,585,1060,,
2645,111,5,634,590,900,276,585,1060,,
2646,111,6,617,590,930,269,585,1060,,
2647,111,7,835,590,950,364,585,1060,,
2648,111,8,933,590,760,406,585,1060,,
2649,111,9,916,590,420,399,585,1060,,
2650,111,10,808,590,130,352,585,1060,,
2651,111,11,750,590,0,326,585,1060,,
2652,111,12,732,590,0,319,585,1060,,
2653,111,13,664,590,0,289,585,1060,,
2654,111,14,707,590,0,308,585,1060,,
2655,111,15,552,590,0,240,585,1060,,
2656,111,16,412,590,0,180,585,1060,,
2657,111,17,403,590,0,175,585,1060,,
2658,111,18,423,590,0,184,585,1060,,
2659,111,19,367,590,0,160,585,1060,,
2660,111,20,199,590,0,87,585,1060,,
2661,111,21,202,590,0,88,585,1060,,
2662,111,22,240,590,0,104,585,1060,,
2663,111,23,262,590,0,114,585,1060,,
2664,112,0,124,590,0,54,585,1060,,
2665,112,1,60,590,0,26,585,1060,,
2666,112,2,164,590,0,72,585,1060,,
2667,112,3,270,590,0,118,585,1060,,
2668,112,4,301,590,0,131,585,1060,,
2669,112,5,512,590,0,223,585,1060,,
2670,112,6,807,590,0,351,585,1060,,
2671,112,7,889,590,0,387,585,1060,,
2672,112,8,796,590,0,347,585,1060,,
2673,112,9,776,590,0,338,585,1060,,
2674,112,10,778,590,0,339,585,1060,,
2675,112,11,765,590,0,333,585,1060,,
2676,112,12,818,590,0,356,585,1060,,
2677,112,13,794,590,0,346,585,1060,,
2678,112,14,796,590,0,346,585,1060,,
2679,112,15,759,590,0,330,585,1060,,
2680,112,16,707,590,0,308,585,1060,,
2681,112,17,790,590,0,344,585,1060,,
2682,112,18,797,590,0,347,585,1060,,
2683,112,19,835,590,0,363,585,1060,,
2684,112,20,819,590,0,356,585,1060,,
2685,112,21,842,590,0,366,585,1060,,
2686,112,22,697,590,0,303,585,1060,,
2687,112,23,771,590,0,336,585,1060,,
2688,113,0,611,590,0,266,585,1060,,
2689,113,1,539,590,0,234,585,1060,,
2690,113,2,684,590,0,298,585,1060,,
2691,113,3,782,590,0,340,585,1060,,
2692,113,4,829,590,0,361,585,1060,,
2693,113,5,1028,590,0,448,585,1060,,
2694,113,6,1337,590,0,582,585,1060,,
2695,113,7,1438,590,0,626,585,1060,,
2696,113,8,1242,590,0,541,585,1060,,
2697,113,9,1100,590,0,479,585,1060,,
2698,113,10,1107,590,0,482,585,1060,,
2699,113,11,1045,590,0,455,585,1060,,
2700,113,12,1047,590,0,456,585,1060,,
2701,113,13,1021,590,0,444,585,1060,,
2702,113,14,1029,590,0,448,585,1060,,
2703,113,15,973,590,0,423,585,1060,,
2704,113,16,933,590,0,406,585,1060,,
2705,113,17,959,590,0,418,585,1060,,
2706,113,18,947,590,140,412,585,1060,,
2707,113,19,934,590,560,407,585,1060,,
2708,113,20,849,590,800,369,585,1060,,
2709,113,21,812,590,870,354,585,1060,,
2710,113,22,535,590,920,233,585,1060,,
2711,113,23,559,590,900,243,585,1060,,
2712,114,0,329,590,800,143,585,1060,,
2713,114,1,260,590,650,113,585,1060,,
2714,114,2,407,590,490,177,585,1060,,
2715,114,3,477,590,360,208,585,1060,,
2716,114,4,498,590,120,217,585,1060,,
2717,114,5,656,590,0,286,585,1060,,
2718,114,6,958,590,0,417,585,1060,,
2719,114,7,650,590,0,555,585,1060,,
2720,114,8,650,590,0,498,585,1060,,
2721,114,9,650,590,0,477,585,1060,,
2722,114,10,650,590,0,470,585,1060,,
2723,114,11,650,590,0,398,585,1060,,
2724,114,12,650,590,0,363,585,1060,,
2725,114,13,650,590,0,365,585,1060,,
2726,114,14,650,590,0,371,585,1060,,
2727,114,15,650,590,0,366,585,1060,,
2728,114,16,650,590,0,307,585,1060,,
2729,114,17,650,590,0,344,585,1060,,
2730,114,18,650,590,410,331,585,1060,,
2731,114,19,650,590,910,286,585,1060,,
2732,114,20,572,590,1180,249,585,1060,,
2733,114,21,602,590,1240,262,585,1060,,
2734,114,22,416,590,1240,181,585,1060,,
2735,114,23,425,590,1240,185,585,1060,,
2736,115,0,579,590,1220,252,585,1060,,
2737,115,1,496,590,1230,216,585,1060,,
2738,115,2,580,590,1230,252,585,1060,,
2739,115,3,650,590,1240,292,585,1060,,
2740,115,4,650,590,1250,298,585,1060,,
2741,115,5,650,590,1260,431,585,1060,,
2742,115,6,650,590,1250,648,585,1060,,
2743,115,7,650,590,1180,740,585,1060,,
2744,115,8,650,590,1170,695,585,1060,,
2745,115,9,650,590,1160,697,585,1060,,
2746,115,10,650,590,970,713,585,1060,,
2747,115,11,650,590,880,740,585,1060,,
2748,115,12,650,590,700,737,585,1060,,
2749,115,13,650,590,640,685,585,1060,,
2750,115,14,650,590,430,732,585,1060,,
2751,115,15,650,590,450,740,585,1060,,
2752,115,16,650,590,580,740,585,1060,,
2753,115,17,650,590,760,740,585,1060,,
2754,115,18,650,590,930,721,585,1060,,
2755,115,19,650,590,1060,643,585,1060,,
2756,115,20,650,590,1180,528,585,1060,,
2757,115,21,650,590,1190,435,585,1060,,
2758,115,22,607,590,1190,264,585,1060,,
2759,115,23,549,590,1200,239,585,1060,,
2760,116,0,487,590,1210,212,585,1060,,
2761,116,1,416,590,1210,181,585,1060,,
2762,116,2,528,590,1200,230,585,1060,,
2763,116,3,630,590,1210,274,585,1060,,
2764,116,4,650,590,1210,303,585,1060,,
2765,116,5,650,590,1210,438,585,1060,,
2766,116,6,650,590,1230,740,585,1060,,
2767,116,7,650,590,1160,740,585,1060,,
2768,116,8,650,590,1170,740,585,1060,,
2769,116,9,650,590,1160,740,585,1060,,
2770,116,10,650,590,1160,740,585,1060,,
2771,116,11,650,590,1160,740,585,1060,,
2772,116,12,650,590,1180,737,585,1060,,
2773,116,13,650,590,1180,740,585,1060,,
2774,116,14,650,590,1200,740,585,1060,,
2775,116,15,650,590,1200,740,585,1060,,
2776,116,16,650,590,1200,628,585,1060,,
2777,116,17,650,590,1180,740,585,1060,,
2778,116,18,650,590,1250,740,585,1060,,
2779,116,19,650,590,1250,740,585,1060,,
2780,116,20,650,590,1230,666,585,1060,,
2781,116,21,650,590,1230,640,585,1060,,
2782,116,22,650,590,1230,506,585,1060,,
2783,116,23,650,590,1220,500,585,1060,,
2784,117,0,650,590,1210,408,585,1060,,
2785,117,1,650,590,1200,415,585,1060,,
2786,117,2,650,590,1200,447,585,1060,,
2787,117,3,650,590,1200,448,585,1060,,
2788,117,4,650,590,1200,418,585,1060,,
2789,117,5,650,590,1200,512,585,1060,,
2790,117,6,650,590,1210,740,585,1060,,
2791,117,7,650,590,1160,740,585,1060,,
2792,117,8,650,590,1150,740,585,1060,,
2793,117,9,650,590,1160,740,585,1060,,
2794,117,10,650,590,1160,740,585,1060,,
2795,117,11,650,590,1170,740,585,1060,,
2796,117,12,650,590,1160,740,585,1060,,
2797,117,13,650,590,1160,734,585,1060,,
2798,117,14,650,590,1130,700,585,1060,,
2799,117,15,650,590,1130,612,585,1060,,
2800,117,16,650,590,1000,610,585,1060,,
2801,117,17,650,590,1140,608,585,1060,,
2802,117,18,650,590,1190,562,585,1532,,
2803,117,19,650,590,1220,545,585,1532,,
2804,117,20,650,590,1230,533,585,1532,,
2805,117,21,650,590,1220,481,585,1532,,
2806,117,22,650,590,1220,364,585,1532,,
2807,117,23,528,590,1200,230,585,1532,,
2808,118,0,650,590,1040,311,585,1532,,
2809,118,1,650,590,1030,330,585,1532,,
2810,118,2,650,590,1030,333,585,1532,,
2811,118,3,650,590,1060,343,585,1532,,
2812,118,4,650,590,1080,331,585,1532,,
2813,118,5,650,590,1140,415,585,1532,,
2814,118,6,650,590,1210,650,585,1532,,
2815,118,7,650,590,1160,740,585,1532,,
2816,118,8,650,590,1160,740,585,1532,,
2817,118,9,650,590,1160,740,585,1532,,
2818,118,10,650,590,1170,740,585,1532,,
2819,118,11,650,590,1170,740,585,1532,,
2820,118,12,650,590,1170,740,585,1532,,
2821,118,13,650,590,1160,740,585,1532,,
2822,118,14,650,590,1140,740,585,1532,,
2823,118,15,650,590,1130,740,585,1532,,
2824,118,16,650,590,1120,740,585,1532,,
2825,118,17,650,590,1140,740,585,1532,,
2826,118,18,650,590,1220,691,585,1532,,
2827,118,19,650,590,1230,664,585,1532,,
2828,118,20,650,590,1220,489,585,1532,,
2829,118,21,650,590,1220,495,585,1532,,
2830,118,22,650,590,1210,370,585,1532,,
2831,118,23,650,590,1200,344,585,1532,,
2832,119,0,915,590,1160,398,585,1532,,
2833,119,1,884,590,1140,385,585,1532,,
2834,119,2,854,590,1070,372,585,1532,,
2835,119,3,865,590,1040,377,585,1532,,
2836,119,4,870,590,1020,379,585,1532,,
2837,119,5,860,590,1030,374,585,1532,,
2838,119,6,1020,590,1050,444,585,1532,,
2839,119,7,1317,590,1070,573,585,1532,,
2840,119,8,1503,590,1050,654,585,1532,,
2841,119,9,1630,590,980,709,585,1532,,
2842,119,10,1546,590,820,673,585,1532,,
2843,119,11,1429,590,680,622,585,1532,,
2844,119,12,1249,590,640,544,585,1532,,
2845,119,13,1168,590,630,508,585,1532,,
2846,119,14,1147,590,640,499,585,1532,,
2847,119,15,1268,590,730,552,585,1532,,
2848,119,16,1408,590,900,613,585,1532,,
2849,119,17,1467,590,1110,639,585,1532,,
2850,119,18,1472,590,1180,641,585,1532,,
2851,119,19,1473,590,1170,641,585,1532,,
2852,119,20,1239,590,1170,539,585,1532,,
2853,119,21,1185,590,1160,516,585,1532,,
2854,119,22,968,590,1150,421,585,1532,,
2855,119,23,890,590,1150,388,585,1532,,
2856,120,0,1168,590,1110,509,585,1532,,
2857,120,1,1144,590,1050,498,585,1532,,
2858,120,2,1142,590,990,497,585,1532,,
2859,120,3,1139,590,940,496,585,1532,,
2860,120,4,1217,590,900,530,585,1532,,
2861,120,5,1175,590,880,511,585,1532,,
2862,120,6,1459,590,870,635,585,1532,,
2863,120,7,1598,590,870,696,585,1532,,
2864,120,8,1700,590,840,740,585,1532,,
2865,120,9,1700,590,710,740,585,1532,,
2866,120,10,1700,590,470,740,585,1532,,
2867,120,11,1700,590,140,740,585,1532,,
2868,120,12,1700,590,0,740,585,1532,,
2869,120,13,1553,590,0,676,585,1532,,
2870,120,14,1623,590,0,706,585,1532,,
2871,120,15,1693,590,0,737,585,1532,,
2872,120,16,1700,590,0,740,585,1532,,
2873,120,17,1700,590,0,740,585,1532,,
2874,120,18,1700,590,0,740,585,1532,,
2875,120,19,1700,590,0,740,585,1532,,
2876,120,20,1355,590,0,590,585,1532,,
2877,120,21,1293,590,0,563,585,1532,,
2878,120,22,1005,590,0,438,585,1532,,
2879,120,23,869,590,0,378,585,1532,,
2880,121,0,1373,590,0,598,585,1532,,
2881,121,1,1319,590,0,574,585,1532,,
2882,121,2,1293,590,0,563,585,1532,,
2883,121,3,1264,590,0,550,585,1532,,
2884,121,4,1262,590,0,550,585,1532,,
2885,121,5,1269,590,0,552,585,1453,,
2886,121,6,1457,590,0,634,585,853,,
2887,121,7,650,590,0,740,585,853,,
2888,121,8,650,590,0,740,585,853,,
2889,121,9,650,590,0,740,585,853,,
2890,121,10,650,590,0,740,585,853,,
2891,121,11,650,590,0,740,585,853,,
2892,121,12,650,590,0,740,585,853,,
2893,121,13,650,590,0,740,585,853,,
2894,121,14,650,590,0,740,585,853,,
2895,121,15,650,590,0,740,585,853,,
2896,121,16,650,590,0,740,585,853,,
2897,121,17,650,590,0,740,585,853,,
2898,121,18,650,590,0,740,585,853,,
2899,121,19,650,590,0,697,585,853,,
2900,121,20,650,590,0,740,585,853,,
2901,121,21,650,590,0,740,585,853,,
2902,121,22,650,590,0,629,585,853,,
2903,121,23,650,590,0,574,585,853,,
2904,122,0,650,590,0,365,585,853,,
2905,122,1,650,590,0,367,585,853,,
2906,122,2,650,590,0,407,585,853,,
2907,122,3,650,590,0,420,585,853,,
2908,122,4,650,590,0,504,585,853,,
2909,122,5,650,590,0,603,585,853,,
2910,122,6,650,590,0,740,585,853,,
2911,122,7,650,590,0,740,585,853,,
2912,122,8,650,590,0,740,585,853,,
2913,122,9,650,590,0,740,585,853,,
2914,122,10,650,590,0,740,585,853,,
2915,122,11,650,590,0,740,585,853,,
2916,122,12,650,590,0,740,585,853,,
2917,122,13,650,590,0,740,585,853,,
2918,122,14,650,590,0,740,585,853,,
2919,122,15,650,590,0,740,585,853,,
2920,122,16,650,590,0,740,585,853,,
2921,122,17,650,590,0,740,585,853,,
2922,122,18,650,590,0,740,585,853,,
2923,122,19,650,590,0,740,585,853,,
2924,122,20,650,590,0,740,585,853,,
2925,122,21,650,590,0,740,585,853,,
2926,122,22,650,590,0,740,585,853,,
2927,122,23,650,590,0,740,585,853,,
2928,123,0,339,590,0,148,585,853,,
2929,123,1,304,590,0,132,585,853,,
2930,123,2,350,590,0,152,585,853,,
2931,123,3,368,590,0,160,585,853,,
2932,123,4,494,590,0,215,585,853,,
2933,123,5,650,590,0,377,585,853,,
2934,123,6,650,590,0,740,585,853,,
2935,123,7,650,590,0,740,585,853,,
2936,123,8,650,590,0,740,585,853,,
2937,123,9,650,590,0,740,585,853,,
2938,123,10,650,590,0,740,585,853,,
2939,123,11,650,590,0,740,585,853,,
2940,123,12,650,590,0,740,585,853,,
2941,123,13,650,590,0,740,585,853,,
2942,123,14,650,590,0,740,585,853,,
2943,123,15,650,590,0,740,585,853,,
2944,123,16,650,590,0,740,585,853,,
2945,123,17,650,590,0,740,585,853,,
2946,123,18,650,590,0,740,585,853,,
2947,123,19,650,590,0,740,585,853,,
2948,123,20,650,590,0,740,585,853,,
2949,123,21,650,590,0,740,585,853,,
2950,123,22,650,590,0,740,585,853,,
2951,123,23,650,590,0,465,585,853,,
2952,124,0,650,590,0,500,585,853,,
2953,124,1,650,590,0,522,585,853,,
2954,124,2,650,590,0,534,585,853,,
2955,124,3,650,590,0,545,585,853,,
2956,124,4,650,590,0,740,585,853,,
2957,124,5,650,590,0,740,585,853,,
2958,124,6,650,590,0,740,585,853,,
2959,124,7,650,590,0,740,585,853,,
2960,124,8,650,590,0,740,585,853,,
2961,124,9,650,590,0,740,585,853,,
2962,124,10,650,590,0,740,585,853,,
2963,124,11,650,590,0,740,585,853,,
2964,124,12,650,590,0,740,585,853,,
2965,124,13,650,590,0,740,585,853,,
2966,124,14,650,590,0,740,585,853,,
2967,124,15,650,590,0,740,585,853,,
2968,124,16,650,590,0,740,585,853,,
2969,124,17,650,590,0,740,585,853,,
2970,124,18,650,590,0,740,585,853,,
2971,124,19,650,590,0,740,585,853,,
2972,124,20,650,590,0,740,585,853,,
2973,124,21,650,590,0,740,585,853,,
2974,124,22,650,590,0,740,585,853,,
2975,124,23,650,590,0,490,585,853,,
2976,125,0,366,590,0,159,585,853,,
2977,125,1,411,590,0,179,585,853,,
2978,125,2,481,590,0,209,585,853,,
2979,125,3,506,590,0,220,585,853,,
2980,125,4,495,590,0,215,585,853,,
2981,125,5,650,590,110,302,585,853,,
2982,125,6,650,590,170,514,585,853,,
2983,125,7,650,590,0,740,585,853,,
2984,125,8,650,590,0,740,585,853,,
2985,125,9,650,590,0,740,585,853,,
2986,125,10,650,590,0,740,585,853,,
2987,125,11,650,590,0,740,585,853,,
2988,125,12,650,590,0,740,585,853,,
2989,125,13,650,590,430,740,585,853,,
2990,125,14,650,590,830,740,585,853,,
2991,125,15,650,590,890,740,585,853,,
2992,125,16,650,590,920,740,585,853,,
2993,125,17,650,590,1030,740,585,853,,
2994,125,18,650,590,1100,740,585,853,,
2995,125,19,650,590,1180,740,585,853,,
2996,125,20,650,590,1180,697,585,853,,
2997,125,21,650,590,1170,489,585,853,,
2998,125,22,650,590,1180,489,585,853,,
2999,125,23,644,590,1190,280,585,853,,
3000,126,0,579,590,1140,252,585,853,,
3001,126,1,601,590,1150,262,585,853,,
3002,126,2,606,590,1150,264,585,853,,
3003,126,3,604,590,1150,263,585,853,,
3004,126,4,603,590,1140,263,585,853,,
3005,126,5,588,590,1140,256,585,853,,
3006,126,6,650,590,1130,374,585,481,,
3007,126,7,650,590,1130,450,585,481,,
3008,126,8,650,590,1120,508,585,481,,
3009,126,9,650,590,1120,536,585,481,,
3010,126,10,650,590,1100,594,585,481,,
3011,126,11,650,590,1040,521,585,481,,
3012,126,12,650,590,1020,536,585,481,,
3013,126,13,650,590,930,519,585,481,,
3014,126,14,650,590,980,441,585,481,,
3015,126,15,650,590,960,406,585,481,,
3016,126,16,650,590,1030,418,585,481,,
3017,126,17,650,590,1090,425,585,481,,
3018,126,18,650,590,1120,299,585,481,,
3019,126,19,614,590,1130,267,585,481,,
3020,126,20,524,590,1120,228,585,481,,
3021,126,21,596,590,1120,260,585,481,,
3022,126,22,521,590,1100,227,585,481,,
3023,126,23,579,590,1100,252,585,481,,
3024,127,0,680,590,1080,296,585,481,,
3025,127,1,716,590,1120,312,585,481,,
3026,127,2,656,590,1150,286,585,481,,
3027,127,3,645,590,1190,281,585,481,,
3028,127,4,629,590,1200,274,585,481,,
3029,127,5,639,590,1190,278,585,481,,
3030,127,6,812,590,1200,353,585,481,,
3031,127,7,940,590,920,409,585,481,,
3032,127,8,1238,590,920,539,585,481,,
3033,127,9,1372,590,900,597,585,481,,
3034,127,10,1343,590,900,584,585,481,,
3035,127,11,1301,590,870,566,585,481,,
3036,127,12,1383,590,810,602,585,481,,
3037,127,13,1429,590,760,622,585,481,,
3038,127,14,1302,590,680,567,585,481,,
3039,127,15,1267,590,620,551,585,481,,
3040,127,16,1259,590,590,548,585,481,,
3041,127,17,1373,590,510,598,585,481,,
3042,127,18,1304,590,600,568,585,481,,
3043,127,19,1226,590,720,533,585,481,,
3044,127,20,1111,590,690,484,585,853,,
3045,127,21,1130,590,740,492,585,853,,
3046,127,22,986,590,780,429,585,853,,
3047,127,23,914,590,760,398,585,853,,
3048,128,0,791,590,990,344,585,853,,
3049,128,1,836,590,980,364,585,853,,
3050,128,2,830,590,960,361,585,853,,
3051,128,3,822,590,970,358,585,853,,
3052,128,4,807,590,980,351,585,853,,
3053,128,5,1161,590,1010,506,585,853,,
3054,128,6,1172,590,860,510,585,853,,
3055,128,7,1700,590,130,740,585,853,,
3056,128,8,1700,590,30,740,585,853,,
3057,128,9,1700,590,0,740,585,853,,
3058,128,10,1700,590,0,740,585,853,,
3059,128,11,1700,590,0,740,585,853,,
3060,128,12,1700,590,20,740,585,853,,
3061,128,13,1700,590,40,740,585,853,,
3062,128,14,1700,590,70,740,585,853,,
3063,128,15,1700,590,70,740,585,853,,
3064,128,16,1700,590,0,740,585,853,,
3065,128,17,1700,590,210,740,585,853,,
3066,128,18,1700,590,230,740,585,853,,
3067,128,19,1700,590,320,740,585,853,,
3068,128,20,1700,590,470,740,585,853,,
3069,128,21,1418,590,670,617,585,853,,
3070,128,22,1293,590,860,563,585,853,,
3071,128,23,1112,590,1060,484,585,853,,
3072,129,0,982,590,1100,428,585,853,,
3073,129,1,1041,590,1100,453,585,853,,
3074,129,2,1075,590,1110,468,585,853,,
3075,129,3,1102,590,1130,480,585,853,,
3076,129,4,1079,590,1160,469,585,853,,
3077,129,5,1265,590,1170,551,585,853,,
3078,129,6,1700,590,1180,740,585,853,,
3079,129,7,1700,590,970,740,585,853,,
3080,129,8,1700,590,900,740,585,853,,
3081,129,9,1700,590,840,740,585,853,,
3082,129,10,1700,590,830,740,585,853,,
3083,129,11,1700,590,800,740,585,853,,
3084,129,12,1700,590,750,740,585,853,,
3085,129,13,1700,590,640,740,585,853,,
3086,129,14,1700,590,390,740,585,853,,
3087,129,15,1700,590,540,740,585,853,,
3088,129,16,1700,590,220,740,585,853,,
3089,129,17,1700,590,450,740,585,853,,
3090,129,18,1700,590,430,740,585,853,,
3091,129,19,1700,590,510,740,585,853,,
3092,129,20,1700,590,600,740,585,853,,
3093,129,21,1434,590,840,624,585,853,,
3094,129,22,1280,590,1110,557,585,853,,
3095,129,23,995,590,1080,433,585,853,,
3096,130,0,1205,590,1040,525,585,853,,
3097,130,1,1247,590,1000,543,585,853,,
3098,130,2,1225,590,950,533,585,853,,
3099,130,3,1186,590,940,516,585,853,,
3100,130,4,1105,590,920,481,585,853,,
3101,130,5,1354,590,940,589,585,853,,
3102,130,6,1700,590,970,740,585,853,,
3103,130,7,1700,590,710,740,585,853,,
3104,130,8,1700,590,680,740,585,853,,
3105,130,9,1700,590,570,740,585,853,,
3106,130,10,1700,590,530,740,585,853,,
3107,130,11,1700,590,510,740,585,853,,
3108,130,12,1700,590,500,740,585,853,,
3109,130,13,1700,590,490,740,585,853,,
3110,130,14,1700,590,470,740,585,853,,
3111,130,15,1700,590,490,740,585,853,,
3112,130,16,1700,590,540,740,585,853,,
3113,130,17,1700,590,1000,740,585,853,,
3114,130,18,1700,590,1140,740,585,853,,
3115,130,19,1700,590,1170,740,585,853,,
3116,130,20,1569,590,1170,683,585,853,,
3117,130,21,1493,590,1170,650,585,853,,
3118,130,22,1419,590,1170,618,585,853,,
3119,130,23,1076,590,1160,468,585,853,,
3120,131,0,600,590,1140,261,585,853,,
3121,131,1,539,590,1140,235,585,853,,
3122,131,2,550,590,1120,240,585,853,,
3123,131,3,579,590,1110,252,585,853,,
3124,131,4,585,590,1100,255,585,853,,
3125,131,5,674,590,1110,293,585,853,,
3126,131,6,1049,590,1130,456,585,853,,
3127,131,7,1391,590,790,606,585,853,,
3128,131,8,1694,590,750,737,585,853,,
3129,131,9,1692,590,690,736,585,853,,
3130,131,10,1616,590,640,703,585,853,,
3131,131,11,1643,590,600,715,585,853,,
3132,131,12,1553,590,570,676,585,853,,
3133,131,13,1603,590,550,698,585,853,,
3134,131,14,1538,590,530,669,585,853,,
3135,131,15,1439,590,530,627,585,853,,
3136,131,16,1294,590,530,563,585,853,,
3137,131,17,1265,590,870,551,585,853,,
3138,131,18,1207,590,880,525,585,1532,,
3139,131,19,1329,590,580,578,585,1532,,
3140,131,20,1283,590,290,559,585,1532,,
3141,131,21,1257,590,150,547,585,1532,,
3142,131,22,1174,590,40,511,585,1532,,
3143,131,23,841,590,0,366,585,1532,,
3144,132,0,865,590,0,376,585,1532,,
3145,132,1,879,590,0,383,585,1532,,
