hiy,diy,hid,KBH_1,KBH_2,KBH_3,KBH_4,KBH_5,KBH_6,KBH_7,KBH_8,KBH_9,KBH_10,KBH_11,KBH_12,KBH_13,KBH_14,AAR_1,AAR_2,AAR_3,AAR_4,AAR_5,AAR_6,AAR_7,AAR_8,AAR_9,TVIS_1,TVIS_2,TVIS_3,TVIS_4,TVIS_5,TVIS_6,copenhagen (MWh),TVIS (MWh),Aarhus (MWh)
7512,314,0,131.0855304,87.39035362,87.39035362,87.39035362,43.69517681,43.69517681,43.69517681,87.39035362,87.39035362,43.69517681,43.69517681,43.69517681,43.69517681,87.39035362,96.77939988,48.38969994,48.38969994,48.38969994,48.38969994,48.38969994,48.38969994,48.38969994,48.38969994,43.33405965,43.33405965,57.77874619,43.33405965,57.77874619,43.33405965,873.9035362,288.893731,483.8969994
7513,314,1,130.0350955,86.69006364,86.69006364,86.69006364,43.34503182,43.34503182,43.34503182,86.69006364,86.69006364,43.34503182,43.34503182,43.34503182,43.34503182,86.69006364,96.00387213,48.00193607,48.00193607,48.00193607,48.00193607,48.00193607,48.00193607,48.00193607,48.00193607,42.98680842,42.98680842,57.31574456,42.98680842,57.31574456,42.98680842,866.9006364,286.5787228,480.0193607
7514,314,2,131.5961585,87.73077236,87.73077236,87.73077236,43.86538618,43.86538618,43.86538618,87.73077236,87.73077236,43.86538618,43.86538618,43.86538618,43.86538618,87.73077236,97.15639253,48.57819627,48.57819627,48.57819627,48.57819627,48.57819627,48.57819627,48.57819627,48.57819627,43.50286233,43.50286233,58.00381644,43.50286233,58.00381644,43.50286233,877.3077236,290.0190822,485.7819627
7515,314,3,130.9542261,87.30281737,87.30281737,87.30281737,43.65140869,43.65140869,43.65140869,87.30281737,87.30281737,43.65140869,43.65140869,43.65140869,43.65140869,87.30281737,96.68245891,48.34122945,48.34122945,48.34122945,48.34122945,48.34122945,48.34122945,48.34122945,48.34122945,43.29065324,43.29065324,57.72087099,43.29065324,57.72087099,43.29065324,873.0281737,288.604355,483.4122945
7516,314,4,142.6403151,95.09354339,95.09354339,95.09354339,47.54677169,47.54677169,47.54677169,95.09354339,95.09354339,47.54677169,47.54677169,47.54677169,47.54677169,95.09354339,105.3102051,52.65510254,52.65510254,52.65510254,52.65510254,52.65510254,52.65510254,52.65510254,52.65510254,47.15382317,47.15382317,62.87176422,47.15382317,62.87176422,47.15382317,950.9354339,314.3588211,526.5510254
7517,314,5,158.1050521,105.4033681,105.4033681,105.4033681,52.70168404,52.70168404,52.70168404,105.4033681,105.4033681,52.70168404,52.70168404,52.70168404,52.70168404,105.4033681,116.7276969,58.36384844,58.36384844,58.36384844,58.36384844,58.36384844,58.36384844,58.36384844,58.36384844,52.26613293,52.26613293,69.68817724,52.26613293,69.68817724,52.26613293,1054.033681,348.4408862,583.6384844
7518,314,6,168.2446674,112.1631116,112.1631116,112.1631116,56.08155581,56.08155581,56.08155581,112.1631116,112.1631116,56.08155581,56.08155581,56.08155581,56.08155581,112.1631116,124.2136939,62.10684693,62.10684693,62.10684693,62.10684693,62.10684693,62.10684693,62.10684693,62.10684693,55.61807188,55.61807188,74.15742917,55.61807188,74.15742917,55.61807188,1121.631116,370.7871459,621.0684693
7519,314,7,170.7686292,113.8457528,113.8457528,113.8457528,56.92287641,56.92287641,56.92287641,113.8457528,113.8457528,56.92287641,56.92287641,56.92287641,56.92287641,113.8457528,126.0771147,63.03855735,63.03855735,63.03855735,63.03855735,63.03855735,63.03855735,63.03855735,63.03855735,56.45243942,56.45243942,75.26991922,56.45243942,75.26991922,56.45243942,1138.457528,376.3495961,630.3855735
7520,314,8,165.5602225,110.3734817,110.3734817,110.3734817,55.18674084,55.18674084,55.18674084,110.3734817,110.3734817,55.18674084,55.18674084,55.18674084,55.18674084,110.3734817,122.2317896,61.11589481,61.11589481,61.11589481,61.11589481,61.11589481,61.11589481,61.11589481,61.11589481,54.73065207,54.73065207,72.97420276,54.73065207,72.97420276,54.73065207,1103.734817,364.8710138,611.1589481
7521,314,9,159.0533615,106.0355743,106.0355743,106.0355743,53.01778715,53.01778715,53.01778715,106.0355743,106.0355743,53.01778715,53.01778715,53.01778715,53.01778715,106.0355743,117.4278261,58.71391305,58.71391305,58.71391305,58.71391305,58.71391305,58.71391305,58.71391305,58.71391305,52.57962362,52.57962362,70.10616483,52.57962362,70.10616483,52.57962362,1060.355743,350.5308242,587.1391305
7522,314,10,153.9616697,102.6411132,102.6411132,102.6411132,51.32055658,51.32055658,51.32055658,102.6411132,102.6411132,51.32055658,51.32055658,51.32055658,51.32055658,102.6411132,113.6686708,56.83433539,56.83433539,56.83433539,56.83433539,56.83433539,56.83433539,56.83433539,56.83433539,50.89641975,50.89641975,67.861893,50.89641975,67.861893,50.89641975,1026.411132,339.309465,568.3433539
7523,314,11,155.3622497,103.5748331,103.5748331,103.5748331,51.78741657,51.78741657,51.78741657,103.5748331,103.5748331,51.78741657,51.78741657,51.78741657,51.78741657,103.5748331,114.7027078,57.35135388,57.35135388,57.35135388,57.35135388,57.35135388,57.35135388,57.35135388,57.35135388,51.35942139,51.35942139,68.47922852,51.35942139,68.47922852,51.35942139,1035.748331,342.3961426,573.5135388
7524,314,12,158.2363565,105.4909043,105.4909043,105.4909043,52.74545216,52.74545216,52.74545216,105.4909043,105.4909043,52.74545216,52.74545216,52.74545216,52.74545216,105.4909043,116.8246378,58.41231892,58.41231892,58.41231892,58.41231892,58.41231892,58.41231892,58.41231892,58.41231892,52.30953933,52.30953933,69.74605245,52.30953933,69.74605245,52.30953933,1054.909043,348.7302622,584.1231892
7525,314,13,156.6461147,104.4307431,104.4307431,104.4307431,52.21537155,52.21537155,52.21537155,104.4307431,104.4307431,52.21537155,52.21537155,52.21537155,52.21537155,104.4307431,115.650575,57.82528751,57.82528751,57.82528751,57.82528751,57.82528751,57.82528751,57.82528751,57.82528751,51.78383956,51.78383956,69.04511941,51.78383956,69.04511941,51.78383956,1044.307431,345.225597,578.2528751
7526,314,14,153.6844716,102.4563144,102.4563144,102.4563144,51.22815721,51.22815721,51.22815721,102.4563144,102.4563144,51.22815721,51.22815721,51.22815721,51.22815721,102.4563144,113.4640176,56.73200881,56.73200881,56.73200881,56.73200881,56.73200881,56.73200881,56.73200881,56.73200881,50.80478401,50.80478401,67.73971201,50.80478401,67.73971201,50.80478401,1024.563144,338.6985601,567.3200881
7527,314,15,151.6565486,101.1043657,101.1043657,101.1043657,50.55218285,50.55218285,50.55218285,101.1043657,101.1043657,50.55218285,50.55218285,50.55218285,50.55218285,101.1043657,111.9668182,55.98340911,55.98340911,55.98340911,55.98340911,55.98340911,55.98340911,55.98340911,55.98340911,50.13439622,50.13439622,66.84586162,50.13439622,66.84586162,50.13439622,1011.043657,334.2293081,559.8340911
7528,314,16,152.0212829,101.3475219,101.3475219,101.3475219,50.67376097,50.67376097,50.67376097,101.3475219,101.3475219,50.67376097,50.67376097,50.67376097,50.67376097,101.3475219,112.2360987,56.11804934,56.11804934,56.11804934,56.11804934,56.11804934,56.11804934,56.11804934,56.11804934,50.25496956,50.25496956,67.00662608,50.25496956,67.00662608,50.25496956,1013.475219,335.0331304,561.1804934
7529,314,17,152.9695923,101.9797282,101.9797282,101.9797282,50.98986409,50.98986409,50.98986409,101.9797282,101.9797282,50.98986409,50.98986409,50.98986409,50.98986409,101.9797282,112.9362279,56.46811395,56.46811395,56.46811395,56.46811395,56.46811395,56.46811395,56.46811395,56.46811395,50.56846025,50.56846025,67.42461367,50.56846025,67.42461367,50.56846025,1019.797282,337.1230684,564.6811395
7530,314,18,150.6644711,100.4429807,100.4429807,100.4429807,50.22149036,50.22149036,50.22149036,100.4429807,100.4429807,50.22149036,50.22149036,50.22149036,50.22149036,100.4429807,111.2343754,55.61718768,55.61718768,55.61718768,55.61718768,55.61718768,55.61718768,55.61718768,55.61718768,49.80643672,49.80643672,66.4085823,49.80643672,66.4085823,49.80643672,1004.429807,332.0429115,556.1718768
7531,314,19,148.869978,99.24665201,99.24665201,99.24665201,49.62332601,49.62332601,49.62332601,99.24665201,99.24665201,49.62332601,49.62332601,49.62332601,49.62332601,99.24665201,109.9095155,54.95475773,54.95475773,54.95475773,54.95475773,54.95475773,54.95475773,54.95475773,54.95475773,49.21321587,49.21321587,65.61762117,49.21321587,65.61762117,49.21321587,992.4665201,328.0881058,549.5475773
7532,314,20,144.6536488,96.43576585,96.43576585,96.43576585,48.21788292,48.21788292,48.21788292,96.43576585,96.43576585,48.21788292,48.21788292,48.21788292,48.21788292,96.43576585,106.7966333,53.39831663,53.39831663,53.39831663,53.39831663,53.39831663,53.39831663,53.39831663,53.39831663,47.81938802,47.81938802,63.75918403,47.81938802,63.75918403,47.81938802,964.3576585,318.7959202,533.9831663
7533,314,21,138.351039,92.23402597,92.23402597,92.23402597,46.11701299,46.11701299,46.11701299,92.23402597,92.23402597,46.11701299,46.11701299,46.11701299,46.11701299,92.23402597,102.1434668,51.07173339,51.07173339,51.07173339,51.07173339,51.07173339,51.07173339,51.07173339,51.07173339,45.73588065,45.73588065,60.9811742,45.73588065,60.9811742,45.73588065,922.3402597,304.905871,510.7173339
7534,314,22,128.7220518,85.81470117,85.81470117,85.81470117,42.90735058,42.90735058,42.90735058,85.81470117,85.81470117,42.90735058,42.90735058,42.90735058,42.90735058,85.81470117,95.03446245,47.51723122,47.51723122,47.51723122,47.51723122,47.51723122,47.51723122,47.51723122,47.51723122,42.55274438,42.55274438,56.73699251,42.55274438,56.73699251,42.55274438,858.1470117,283.6849625,475.1723122
7535,314,23,119.0055283,79.33701886,79.33701886,79.33701886,39.66850943,39.66850943,39.66850943,79.33701886,79.33701886,39.66850943,39.66850943,39.66850943,39.66850943,79.33701886,87.86083081,43.9304154,43.9304154,43.9304154,43.9304154,43.9304154,43.9304154,43.9304154,43.9304154,39.34067051,39.34067051,52.45422735,39.34067051,52.45422735,39.34067051,793.3701886,262.2711367,439.304154
7536,315,0,112.2214691,74.81431275,74.81431275,74.81431275,37.40715637,37.40715637,37.40715637,74.81431275,74.81431275,37.40715637,37.40715637,37.40715637,37.40715637,74.81431275,82.85221412,41.42610706,41.42610706,41.42610706,41.42610706,41.42610706,41.42610706,41.42610706,41.42610706,37.09800632,37.09800632,49.46400843,37.09800632,49.46400843,37.09800632,748.1431275,247.3200421,414.2610706
7537,315,1,114.2202134,76.14680896,76.14680896,76.14680896,38.07340448,38.07340448,38.07340448,76.14680896,76.14680896,38.07340448,38.07340448,38.07340448,38.07340448,76.14680896,84.32787108,42.16393554,42.16393554,42.16393554,42.16393554,42.16393554,42.16393554,42.16393554,42.16393554,37.75874824,37.75874824,50.34499766,37.75874824,50.34499766,37.75874824,761.4680896,251.7249883,421.6393554
7538,315,2,119.0492964,79.36619761,79.36619761,79.36619761,39.68309881,39.68309881,39.68309881,79.36619761,79.36619761,39.68309881,39.68309881,39.68309881,39.68309881,79.36619761,87.89314446,43.94657223,43.94657223,43.94657223,43.94657223,43.94657223,43.94657223,43.94657223,43.94657223,39.35513931,39.35513931,52.47351908,39.35513931,52.47351908,39.35513931,793.6619761,262.3675954,439.4657223
7539,315,3,124.7829206,83.18861375,83.18861375,83.18861375,41.59430687,41.59430687,41.59430687,83.18861375,83.18861375,41.59430687,41.59430687,41.59430687,41.59430687,83.18861375,92.1262334,46.0631167,46.0631167,46.0631167,46.0631167,46.0631167,46.0631167,46.0631167,46.0631167,41.25055227,41.25055227,55.00073636,41.25055227,55.00073636,41.25055227,831.8861375,275.0036818,460.631167
7540,315,4,131.4940329,87.66268861,87.66268861,87.66268861,43.83134431,43.83134431,43.83134431,87.66268861,87.66268861,43.83134431,43.83134431,43.83134431,43.83134431,87.66268861,97.080994,48.540497,48.540497,48.540497,48.540497,48.540497,48.540497,48.540497,48.540497,43.46910179,43.46910179,57.95880239,43.46910179,57.95880239,43.46910179,876.6268861,289.7940119,485.40497
7541,315,5,141.195967,94.13064467,94.13064467,94.13064467,47.06532233,47.06532233,47.06532233,94.13064467,94.13064467,47.06532233,47.06532233,47.06532233,47.06532233,94.13064467,104.2438544,52.12192721,52.12192721,52.12192721,52.12192721,52.12192721,52.12192721,52.12192721,52.12192721,46.67635273,46.67635273,62.23513697,46.67635273,62.23513697,46.67635273,941.3064467,311.1756848,521.2192721
7542,315,6,144.3764507,96.2509671,96.2509671,96.2509671,48.12548355,48.12548355,48.12548355,96.2509671,96.2509671,48.12548355,48.12548355,48.12548355,48.12548355,96.2509671,106.5919801,53.29599005,53.29599005,53.29599005,53.29599005,53.29599005,53.29599005,53.29599005,53.29599005,47.72775228,47.72775228,63.63700304,47.72775228,63.63700304,47.72775228,962.509671,318.1850152,532.9599005
7543,315,7,149.4097849,99.60652325,99.60652325,99.60652325,49.80326163,49.80326163,49.80326163,99.60652325,99.60652325,49.80326163,49.80326163,49.80326163,49.80326163,99.60652325,110.3080505,55.15402527,55.15402527,55.15402527,55.15402527,55.15402527,55.15402527,55.15402527,55.15402527,49.39166442,49.39166442,65.85555256,49.39166442,65.85555256,49.39166442,996.0652325,329.2777628,551.5402527
7544,315,8,155.5665009,103.7110006,103.7110006,103.7110006,51.85550031,51.85550031,51.85550031,103.7110006,103.7110006,51.85550031,51.85550031,51.85550031,51.85550031,103.7110006,114.8535048,57.42675241,57.42675241,57.42675241,57.42675241,57.42675241,57.42675241,57.42675241,57.42675241,51.42694246,51.42694246,68.56925661,51.42694246,68.56925661,51.42694246,1037.110006,342.8462831,574.2675241
7545,315,9,162.0587726,108.0391817,108.0391817,108.0391817,54.01959087,54.01959087,54.01959087,108.0391817,108.0391817,54.01959087,54.01959087,54.01959087,54.01959087,108.0391817,119.6466971,59.82334857,59.82334857,59.82334857,59.82334857,59.82334857,59.82334857,59.82334857,59.82334857,53.57314797,53.57314797,71.43086397,53.57314797,71.43086397,53.57314797,1080.391817,357.1543198,598.2334857
7546,315,10,168.9741362,112.6494241,112.6494241,112.6494241,56.32471205,56.32471205,56.32471205,112.6494241,112.6494241,56.32471205,56.32471205,56.32471205,56.32471205,112.6494241,124.7522548,62.3761274,62.3761274,62.3761274,62.3761274,62.3761274,62.3761274,62.3761274,62.3761274,55.85921857,55.85921857,74.47895809,55.85921857,74.47895809,55.85921857,1126.494241,372.3947904,623.761274
7547,315,11,169.9224455,113.2816303,113.2816303,113.2816303,56.64081517,56.64081517,56.64081517,113.2816303,113.2816303,56.64081517,56.64081517,56.64081517,56.64081517,113.2816303,125.452384,62.72619201,62.72619201,62.72619201,62.72619201,62.72619201,62.72619201,62.72619201,62.72619201,56.17270926,56.17270926,74.89694568,56.17270926,74.89694568,56.17270926,1132.816303,374.4847284,627.2619201
7548,315,12,167.01916,111.3461066,111.3461066,111.3461066,55.67305332,55.67305332,55.67305332,111.3461066,111.3461066,55.67305332,55.67305332,55.67305332,55.67305332,111.3461066,123.3089115,61.65445575,61.65445575,61.65445575,61.65445575,61.65445575,61.65445575,61.65445575,61.65445575,55.21294545,55.21294545,73.61726059,55.21294545,73.61726059,55.21294545,1113.461066,368.086303,616.5445575
7549,315,13,163.4009951,108.9339967,108.9339967,108.9339967,54.46699836,54.46699836,54.46699836,108.9339967,108.9339967,54.46699836,54.46699836,54.46699836,54.46699836,108.9339967,120.6376493,60.31882463,60.31882463,60.31882463,60.31882463,60.31882463,60.31882463,60.31882463,60.31882463,54.01685788,54.01685788,72.02247717,54.01685788,72.02247717,54.01685788,1089.339967,360.1123859,603.1882463
7550,315,14,161.5043764,107.6695843,107.6695843,107.6695843,53.83479213,53.83479213,53.83479213,107.6695843,107.6695843,53.83479213,53.83479213,53.83479213,53.83479213,107.6695843,119.2373908,59.61869542,59.61869542,59.61869542,59.61869542,59.61869542,59.61869542,59.61869542,59.61869542,53.38987649,53.38987649,71.18650199,53.38987649,71.18650199,53.38987649,1076.695843,355.9325099,596.1869542
7551,315,15,160.5706564,107.0471043,107.0471043,107.0471043,53.52355214,53.52355214,53.52355214,107.0471043,107.0471043,53.52355214,53.52355214,53.52355214,53.52355214,107.0471043,118.5480328,59.27401642,59.27401642,59.27401642,59.27401642,59.27401642,59.27401642,59.27401642,59.27401642,53.08120873,53.08120873,70.77494498,53.08120873,70.77494498,53.08120873,1070.471043,353.8747249,592.7401642
7552,315,16,163.8240869,109.216058,109.216058,109.216058,54.60802898,54.60802898,54.60802898,109.216058,109.216058,54.60802898,54.60802898,54.60802898,54.60802898,109.216058,120.9500146,60.4750073,60.4750073,60.4750073,60.4750073,60.4750073,60.4750073,60.4750073,60.4750073,54.15672296,54.15672296,72.20896394,54.15672296,72.20896394,54.15672296,1092.16058,361.0448197,604.750073
7553,315,17,166.5668894,111.0445929,111.0445929,111.0445929,55.52229645,55.52229645,55.52229645,111.0445929,111.0445929,55.52229645,55.52229645,55.52229645,55.52229645,111.0445929,122.9750037,61.48750186,61.48750186,61.48750186,61.48750186,61.48750186,61.48750186,61.48750186,61.48750186,55.0634345,55.0634345,73.41791267,55.0634345,73.41791267,55.0634345,1110.445929,367.0895633,614.8750186
7554,315,18,164.7578069,109.8385379,109.8385379,109.8385379,54.91926897,54.91926897,54.91926897,109.8385379,109.8385379,54.91926897,54.91926897,54.91926897,54.91926897,109.8385379,121.6393726,60.8196863,60.8196863,60.8196863,60.8196863,60.8196863,60.8196863,60.8196863,60.8196863,54.46539072,54.46539072,72.62052095,54.46539072,72.62052095,54.46539072,1098.385379,363.1026048,608.196863
7555,315,19,161.1834101,107.4556068,107.4556068,107.4556068,53.72780338,53.72780338,53.72780338,107.4556068,107.4556068,53.72780338,53.72780338,53.72780338,53.72780338,107.4556068,119.000424,59.50021201,59.50021201,59.50021201,59.50021201,59.50021201,59.50021201,59.50021201,59.50021201,53.28377195,53.28377195,71.04502927,53.28377195,71.04502927,53.28377195,1074.556068,355.2251463,595.0021201
7556,315,20,156.8211872,104.5474581,104.5474581,104.5474581,52.27372905,52.27372905,52.27372905,104.5474581,104.5474581,52.27372905,52.27372905,52.27372905,52.27372905,104.5474581,115.7798296,57.88991482,57.88991482,57.88991482,57.88991482,57.88991482,57.88991482,57.88991482,57.88991482,51.84171476,51.84171476,69.12228635,51.84171476,69.12228635,51.84171476,1045.474581,345.6114317,578.8991482
7557,315,21,153.348916,102.2326107,102.2326107,102.2326107,51.11630534,51.11630534,51.11630534,102.2326107,102.2326107,51.11630534,51.11630534,51.11630534,51.11630534,102.2326107,113.2162796,56.60813979,56.60813979,56.60813979,56.60813979,56.60813979,56.60813979,56.60813979,56.60813979,50.69385653,50.69385653,67.59180871,50.69385653,67.59180871,50.69385653,1022.326107,337.9590435,566.0813979
7558,315,22,147.4839874,98.32265829,98.32265829,98.32265829,49.16132915,49.16132915,49.16132915,98.32265829,98.32265829,49.16132915,49.16132915,49.16132915,49.16132915,98.32265829,108.8862497,54.44312484,54.44312484,54.44312484,54.44312484,54.44312484,54.44312484,54.44312484,54.44312484,48.75503717,48.75503717,65.00671623,48.75503717,65.00671623,48.75503717,983.2265829,325.0335811,544.4312484
7559,315,23,141.1376095,94.09173967,94.09173967,94.09173967,47.04586983,47.04586983,47.04586983,94.09173967,94.09173967,47.04586983,47.04586983,47.04586983,47.04586983,94.09173967,104.2007695,52.10038477,52.10038477,52.10038477,52.10038477,52.10038477,52.10038477,52.10038477,52.10038477,46.65706099,46.65706099,62.20941466,46.65706099,62.20941466,46.65706099,940.9173967,311.0470733,521.0038477
7560,316,0,133.5657241,89.04381607,89.04381607,89.04381607,44.52190804,44.52190804,44.52190804,89.04381607,89.04381607,44.52190804,44.52190804,44.52190804,44.52190804,89.04381607,98.61050705,49.30525353,49.30525353,49.30525353,49.30525353,49.30525353,49.30525353,49.30525353,49.30525353,44.15395838,44.15395838,58.87194451,44.15395838,58.87194451,44.15395838,890.4381607,294.3597225,493.0525353
7561,316,1,134.8641784,89.90945229,89.90945229,89.90945229,44.95472615,44.95472615,44.95472615,89.90945229,89.90945229,44.95472615,44.95472615,44.95472615,44.95472615,89.90945229,99.56914552,49.78457276,49.78457276,49.78457276,49.78457276,49.78457276,49.78457276,49.78457276,49.78457276,44.58319948,44.58319948,59.44426598,44.58319948,59.44426598,44.58319948,899.0945229,297.2213299,497.8457276
7562,316,2,136.5273671,91.01824476,91.01824476,91.01824476,45.50912238,45.50912238,45.50912238,91.01824476,91.01824476,45.50912238,45.50912238,45.50912238,45.50912238,91.01824476,100.7970644,50.39853222,50.39853222,50.39853222,50.39853222,50.39853222,50.39853222,50.39853222,50.39853222,45.13301393,45.13301393,60.17735191,45.13301393,60.17735191,45.13301393,910.1824476,300.8867595,503.9853222
7563,316,3,138.6282371,92.41882472,92.41882472,92.41882472,46.20941236,46.20941236,46.20941236,92.41882472,92.41882472,46.20941236,46.20941236,46.20941236,46.20941236,92.41882472,102.3481199,51.17405997,51.17405997,51.17405997,51.17405997,51.17405997,51.17405997,51.17405997,51.17405997,45.82751639,45.82751639,61.10335519,45.82751639,61.10335519,45.82751639,924.1882472,305.5167759,511.7405997
7564,316,4,146.7836975,97.8557983,97.8557983,97.8557983,48.92789915,48.92789915,48.92789915,97.8557983,97.8557983,48.92789915,48.92789915,48.92789915,48.92789915,97.8557983,108.3692312,54.18461559,54.18461559,54.18461559,54.18461559,54.18461559,54.18461559,54.18461559,54.18461559,48.52353635,48.52353635,64.69804847,48.52353635,64.69804847,48.52353635,978.557983,323.4902423,541.8461559
7565,316,5,153.7282397,102.4854932,102.4854932,102.4854932,51.24274658,51.24274658,51.24274658,102.4854932,102.4854932,51.24274658,51.24274658,51.24274658,51.24274658,102.4854932,113.4963313,56.74816564,56.74816564,56.74816564,56.74816564,56.74816564,56.74816564,56.74816564,56.74816564,50.81925281,50.81925281,67.75900375,50.81925281,67.75900375,50.81925281,1024.854932,338.7950187,567.4816564
7566,316,6,162.306792,108.204528,108.204528,108.204528,54.102264,54.102264,54.102264,108.204528,108.204528,54.102264,54.102264,54.102264,54.102264,108.204528,119.8298079,59.91490393,59.91490393,59.91490393,59.91490393,59.91490393,59.91490393,59.91490393,59.91490393,53.65513785,53.65513785,71.5401838,53.65513785,71.5401838,53.65513785,1082.04528,357.700919,599.1490393
7567,316,7,163.2842801,108.8561867,108.8561867,108.8561867,54.42809336,54.42809336,54.42809336,108.8561867,108.8561867,54.42809336,54.42809336,54.42809336,54.42809336,108.8561867,120.5514795,60.27573976,60.27573976,60.27573976,60.27573976,60.27573976,60.27573976,60.27573976,60.27573976,53.97827441,53.97827441,71.97103254,53.97827441,71.97103254,53.97827441,1088.561867,359.8551627,602.7573976
7568,316,8,165.8082419,110.5388279,110.5388279,110.5388279,55.26941396,55.26941396,55.26941396,110.5388279,110.5388279,55.26941396,55.26941396,55.26941396,55.26941396,110.5388279,122.4149003,61.20745017,61.20745017,61.20745017,61.20745017,61.20745017,61.20745017,61.20745017,61.20745017,54.81264195,54.81264195,73.08352259,54.81264195,73.08352259,54.81264195,1105.388279,365.417613,612.0745017
7569,316,9,171.9649579,114.6433053,114.6433053,114.6433053,57.32165265,57.32165265,57.32165265,114.6433053,114.6433053,57.32165265,57.32165265,57.32165265,57.32165265,114.6433053,126.9603546,63.48017731,63.48017731,63.48017731,63.48017731,63.48017731,63.48017731,63.48017731,63.48017731,56.84791998,56.84791998,75.79722664,56.84791998,75.79722664,56.84791998,1146.433053,378.9861332,634.8017731
7570,316,10,173.3071804,115.5381203,115.5381203,115.5381203,57.76906014,57.76906014,57.76906014,115.5381203,115.5381203,57.76906014,57.76906014,57.76906014,57.76906014,115.5381203,127.9513067,63.97565337,63.97565337,63.97565337,63.97565337,63.97565337,63.97565337,63.97565337,63.97565337,57.29162989,57.29162989,76.38883985,57.29162989,76.38883985,57.29162989,1155.381203,381.9441992,639.7565337
7571,316,11,170.5060205,113.6706803,113.6706803,113.6706803,56.83534016,56.83534016,56.83534016,113.6706803,113.6706803,56.83534016,56.83534016,56.83534016,56.83534016,113.6706803,125.8832328,62.94161638,62.94161638,62.94161638,62.94161638,62.94161638,62.94161638,62.94161638,62.94161638,56.36562661,56.36562661,75.15416881,56.36562661,75.15416881,56.36562661,1136.706803,375.7708441,629.4161638
7572,316,12,163.7511401,109.1674267,109.1674267,109.1674267,54.58371336,54.58371336,54.58371336,109.1674267,109.1674267,54.58371336,54.58371336,54.58371336,54.58371336,109.1674267,120.8961585,60.44807926,60.44807926,60.44807926,60.44807926,60.44807926,60.44807926,60.44807926,60.44807926,54.13260829,54.13260829,72.17681105,54.13260829,72.17681105,54.13260829,1091.674267,360.8840553,604.4807926
7573,316,13,158.5865015,105.7243343,105.7243343,105.7243343,52.86216716,52.86216716,52.86216716,105.7243343,105.7243343,52.86216716,52.86216716,52.86216716,52.86216716,105.7243343,117.0831471,58.54157355,58.54157355,58.54157355,58.54157355,58.54157355,58.54157355,58.54157355,58.54157355,52.42528974,52.42528974,69.90038633,52.42528974,69.90038633,52.42528974,1057.243343,349.5019316,585.4157355
7574,316,14,160.0308496,106.687233,106.687233,106.687233,53.34361652,53.34361652,53.34361652,106.687233,106.687233,53.34361652,53.34361652,53.34361652,53.34361652,106.687233,118.1494977,59.07474887,59.07474887,59.07474887,59.07474887,59.07474887,59.07474887,59.07474887,59.07474887,52.90276018,52.90276018,70.53701358,52.90276018,70.53701358,52.90276018,1066.87233,352.6850679,590.7474887
7575,316,15,167.0921068,111.3947379,111.3947379,111.3947379,55.69736895,55.69736895,55.69736895,111.3947379,111.3947379,55.69736895,55.69736895,55.69736895,55.69736895,111.3947379,123.3627676,61.68138379,61.68138379,61.68138379,61.68138379,61.68138379,61.68138379,61.68138379,61.68138379,55.23706011,55.23706011,73.64941349,55.23706011,73.64941349,55.23706011,1113.947379,368.2470674,616.8138379
7576,316,16,171.5272767,114.3515178,114.3515178,114.3515178,57.1757589,57.1757589,57.1757589,114.3515178,114.3515178,57.1757589,57.1757589,57.1757589,57.1757589,114.3515178,126.6372181,63.31860903,63.31860903,63.31860903,63.31860903,63.31860903,63.31860903,63.31860903,63.31860903,56.70323197,56.70323197,75.60430929,56.70323197,75.60430929,56.70323197,1143.515178,378.0215465,633.1860903
7577,316,17,177.888244,118.5921627,118.5921627,118.5921627,59.29608134,59.29608134,59.29608134,118.5921627,118.5921627,59.29608134,59.29608134,59.29608134,59.29608134,118.5921627,131.3334694,65.66673471,65.66673471,65.66673471,65.66673471,65.66673471,65.66673471,65.66673471,65.66673471,58.80603108,58.80603108,78.40804144,58.80603108,78.40804144,58.80603108,1185.921627,392.0402072,656.6673471
7578,316,18,179.3909496,119.5939664,119.5939664,119.5939664,59.7969832,59.7969832,59.7969832,119.5939664,119.5939664,59.7969832,59.7969832,59.7969832,59.7969832,119.5939664,132.4429049,66.22145247,66.22145247,66.22145247,66.22145247,66.22145247,66.22145247,66.22145247,66.22145247,59.30279326,59.30279326,79.07039101,59.30279326,79.07039101,59.30279326,1195.939664,395.351955,662.2145247
7579,316,19,176.9837028,117.9891352,117.9891352,117.9891352,58.9945676,58.9945676,58.9945676,117.9891352,117.9891352,58.9945676,58.9945676,58.9945676,58.9945676,117.9891352,130.6656539,65.33282693,65.33282693,65.33282693,65.33282693,65.33282693,65.33282693,65.33282693,65.33282693,58.50700919,58.50700919,78.00934559,58.50700919,78.00934559,58.50700919,1179.891352,390.0467279,653.3282693
7580,316,20,174.7515285,116.501019,116.501019,116.501019,58.2505095,58.2505095,58.2505095,116.501019,116.501019,58.2505095,58.2505095,58.2505095,58.2505095,116.501019,129.0176574,64.5088287,64.5088287,64.5088287,64.5088287,64.5088287,64.5088287,64.5088287,64.5088287,57.76910033,57.76910033,77.0254671,57.76910033,77.0254671,57.76910033,1165.01019,385.1273355,645.088287
